day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
2024-02-15,Brand Awareness,Video,YouTube,Hero Brand,751,112502,2047.42,28714,14,1341.3000508121531
2024-02-15,Brand Awareness,Video,YouTube,Our Story,1014,113656,2133.63,27460,17,1988.74
2024-02-15,brand awareness,Video,YouTube,Why Choose Us,108822,916,1899.77,29002,16,1785.57
2024-02-15,Brand Awareness,Video,CTV,Hero Brand,55103,449,971.28,13425,6,538.48
2024-02-15,Brand Awareness,Video,Connected TV,Our Story,52845,390,908.32,13339,5,469.19
2024-02-15,Brand Awareness,Video,Connected TV,Why Choose Us,52272,391,911.07,14908,8,857.5500077775412
2024-02-16,Brand Awareness,Paid Search,Google,Hero Brand,40696,1927,932.2,609,115,11594.18
2024-02-16,BrandAwareness,Paid Search,Google Ads,Our Story,41808,2207,888.9800007399299,484,176,21766.87
2024-02-16,Brand Awareness,Paid Search,GOOGLE,Why Choose Us,35265,1603,777.0400001911773,490,101,10743.58
2024-02-16,Brand Awareness,Paid Search,Bing Ads,Hero Brand,10115,390,214.93,131,17,2188.5
2024-02-16,brand_awareness,Paid Search,Bing,Our Story,11566,454,265.420004226867,169,35,4500.69
2024-02-16,Brand Awareness,Paid Search,Bing,Why Choose Us,10509,515,237.00000787427322,130,33,4343.7
2024-02-16,Brand Awareness,Social Ads,Facebook,Hero Brand,54637,965,527.06,1673,32,2988.1
02.16.2024,Brand Awareness,Paid Social,Facebook,Our Story,54034,985,547.15,2530,32,2630.470004671739
2024-02-16,Brand Awareness,Paid Social,FACEBOOK,Why Choose Us,55070,1116,576.61,2540,35,2701.34
2024-02-16,Brand Awareness,Paid Social,Instagram,Hero Brand,32141,632,319.84000130929024,1453,15,1234.8500012019101
2024-02-16,Brand Awareness,Paid Social,Instagram,Our Story,38805,716,385.74,1479,17,1189.72
2024-02-16,Brand Awareness,Social,Instagram,Why Choose Us,32431,649,316.51,953,16,1301.48
2024-02-16,Brand Awareness,Paid Social,TikTok,Hero Brand,18289,369,189.15,653,7,590.4800030620878
2024-02-16,Brand Awareness,Paid Social,TikTok,Our Story,346,18278,175.18,575,11,949.18
2024-02-16,Brand Awareness,Paid Social,TikTok,Why Choose Us,411,20705,209.12,756,13,954.21
2024-02-16,brand_awareness,display,Google Display Network,Hero Brand,145500,699,607.8,789,10,755.55
2024-02-16,Brand Awareness,Display,Google Display Network,Our Story,123103,514,485.25,681,5,391.37
2024-02-16,Brand Awareness,Display,Google Display Network,Why Choose Us,147617,717,581.88,569,10,750.74
2024-02-16,BrandAwareness,Display,The Trade Desk,Hero Brand,78029,359,324.41,427,4,273.6
2024-02-16,Brand Awareness,Display Ads,The Trade Desk,Our Story,82096,352,342.54,427,5,377.13
2024-02-16,Brand Awareness,Display,TradeDesk,Why Choose Us,387,87451,354.7,521,5,381.82
2024-02-16,Brand Awareness,Email,Mailchimp,Hero Brand,18374,4011,27.24,1317,144,14287.67
2024-02-16,Brand Awareness,Email Marketing,mail chimp,Our Story,17177,3546,25.280049445295315,1101,105,10263.96
2024-02-16,Brand Awareness,eMail,Mailchimp,Why Choose Us,17533,3207,27.57,1333,155.0,16333.12
2024-02-16,Brand Awareness,Email,Klaviyo,Hero Brand,15504,3305,22.38,1272,144,15023.97
2024-02-16,Brand Awareness,Email,Klaviyo,Our Story,14801,3146,22.27,1214,141,15080.46
2024-02-16,BrandAwareness,Email,klaviyo,Why Choose Us,14479,2776,21.67,1478,134.0,12652.42
2024-02-16,Brand Awareness,Video,YouTube,Hero Brand,107417,836,1957.33,21411,11,1025.88
2024-02-16,Brand Awareness,Video,YouTube,Our Story,113847,939,2101.85,32293,13,1427.63
02/16/2024,Brand Awareness,Video,youtube,Why Choose Us,108024,962,2041.3800007278478,32685,17,1530.06
2024-02-16,Brand Awareness,Video,connected_tv,Hero Brand,456,52899,989.7400008691761,12421,9.0,792.36
2024-02-16,Brand Awareness,Video,Connected TV,Our Story,436,53460,923.25,12490,8,698.97
2024-02-16,Brand Awareness,Video,Connected TV,Why Choose Us,52248,479,919.62,12004,6,543.0700051745044
17-02-2024,Brand Awareness,Paid Search,Google,Hero Brand,25925,1114,543.63,263,60,6078.01
2024-02-17,Brand Awareness,Paid Search,Google,Our Story,1294,29161,613.52,394,79,10472.95
2024-02-17,Brand Awareness,Paid Search,google,Why Choose Us,30403,1535,643.9000861108315,320,97,12314.78
2024-02-17,Brand Awareness,Paid Search,bing,Hero Brand,8347,390,192.0200835413549,111,29,3382.71
2024-02-17,Brand Awareness,Paid Search,Bing,Our Story,8193,322,172.67004602425433,87,20,2710.6600054973096
2024-02-17,Brand Awareness,paid search,Bing,Why Choose Us,8652,446,192.68,125,29,3881.0800476357927
2024-02-17,Brand Awareness,paid social,Facebook,Hero Brand,1147,61186,614.2100045684678,2679,25,2342.28
2024-02-17,Brand Awareness,Paid Social,Facebook,Our Story,59006,1107,586.54,2724,26,2011.9800356316925
2024-02-17,brand awareness,Paid Social,Facebook,Why Choose Us,1016,66220,651.62,2215,23,1976.48
2024-02-17,brand awareness,Paid Social,Instagram,Hero Brand,37719,706,385.5800007043261,1561,13,1125.9500039962852
2024-02-17,Brand Awareness,Paid Social,Insta,Our Story,41384,707,421.99,1479,20,1566.82
2024-02-17,brand awareness,Paid Social,Instagram,Why Choose Us,569,37316,379.98,1107,17,1409.82
2024-02-17,Brand Awareness,Paid Social,TikTok,Hero Brand,25515,510,247.68,879,12,1045.8
2024-02-17,BrandAwareness,PaidSocial,TikTok,Our Story,21803,394,212.80000034694953,775,7,571.5
2024-02-17,Brand Awareness,PaidSocial,TikTok,Why Choose Us,21363,397,216.8600045065789,731,8,661.97
2024-02-17,brand awareness,Display,google_display_network,Hero Brand,126827,560,496.82,594,6,479.33
2024-02-17,Brand Awareness,display ads,Google Display Network,Our Story,722,132954,534.83,643,8,498.24
2024-02-17,Brand Awareness,DISPLAY,Google Display Network,Why Choose Us,133063,608,506.4,761,6,422.1
2024-02-17,Brand Awareness,Display Ads,The Trade Desk,Hero Brand,73776,402,290.38000075778393,441,5,390.51
2024-02-17,BrandAwareness,display ads,TTD,Our Story,72757,340,282.9000003315027,414,4,247.3
2024-02-17,Brand Awareness,Display,Trade Desk,Why Choose Us,69505,392,274.39,399,5,390.59
2024-02-17,Brand Awareness,EMAIL,Mailchimp,Hero Brand,2352,12641,18.81,1140,72,6697.36
2024-02-17,Brand Awareness,Email,Mailchimp,Our Story,11186,2440,16.32,712,114,11519.44
2024-02-17,brand_awareness,Email,Mailchimp,Why Choose Us,10701,1993,15.530002671823855,787,106,11086.320031253772
2024-02-17,Brand Awareness,E-Mail,Klaviyo,Hero Brand,9368,2237,14.32,758,88,9116.6
02.17.2024,Brand Awareness,Email,Klaviyo,Our Story,9791,1974,14.100074846857456,673,93,7856.41
2024-02-17,brand awareness,E-Mail,Klaviyo,Why Choose Us,9241,2270,13.87,930,97,9359.69
2024-02-17,brand awareness,Video,YouTube,Hero Brand,92567,623,1709.61,29262,7,708.56
2024-02-17,Brand Awareness,Video,YouTube,Our Story,735,95490,1755.08,30335,9,1021.17
2024-02-17,Brand Awareness,Video,YouTube,Why Choose Us,87651,725,1647.42,21726,13,1132.52
2024-02-17,Brand Awareness,Video,Connected TV,Hero Brand,54928,430,1037.5700653798651,13366,5.0,458.61
2024-02-17,Brand Awareness,Video,Connected TV,Our Story,55052,373,1013.77,16982,4,411.52
2024-02-17,Brand Awareness,Video,ctv,Why Choose Us,47884,418,860.0800412669424,10549,6,628.29
2024-02-18,Brand Awareness,paid_search,google,Hero Brand,27962,1403,587.3600410397516,344,111,13630.660051107576
2024-02-18,Brand Awareness,Search,GOOGLE,Our Story,27842,1172,613.38,302,56.0,6721.97
2024-02-18,Brand Awareness,Paid Search,Google,Why Choose Us,30482,1403,696.0,340,100,13393.08
2024-02-18,Brand Awareness,Paid Search,Bing,Hero Brand,7227,353,157.87,78,20.0,2467.76
2024-02-18,brand awareness,Paid Search,Bing Ads,Our Story,7794,312,166.27,111,14.0,1872.28
02.18.2024,Brand Awareness,Paid Search,Bing,Why Choose Us,7435,368,162.71,101,24,3032.91
2024-02-18,Brand Awareness,Social Ads,Facebook,Hero Brand,67569,1296,683.8500004537749,2972,25,2012.11
2024-02-18,Brand Awareness,Paid Social,Meta,Our Story,64606,1273,629.45,2201,35,3078.59
2024-02-18,Brand Awareness,Social Ads,FB,Why Choose Us,60470,904,626.93,2361,21,1551.38
2024-02-18,Brand Awareness,Paid Social,Insta,Hero Brand,37407,667,382.08,1531,12,1086.37
2024-02-18,Brand Awareness,Paid Social,Instagram,Our Story,42748,738,416.66,1252,17,1450.6
2024-02-18,brand awareness,Paid Social,Instagram,Why Choose Us,37011,692,380.95,1216,20,1641.5
2024-02-18,Brand Awareness,Paid Social,Tik Tok,Hero Brand,21952,412,213.58,979,13,909.88
2024-02-18,Brand Awareness,Paid Social,Tik Tok,Our Story,530,26059,268.09,1109,13,1134.81
2024-02-18,BrandAwareness,paid social,TikTok,Why Choose Us,417,23400,229.01,1069,13,1016.54
2024-02-18,Brand Awareness,DISPLAY,Google Display,Hero Brand,523,114843,478.52,704,5,352.17
2024-02-18,Brand Awareness,Display,Google Display Network,Our Story,134396,601,539.4700059384435,625,5,371.1
2024-02-18,Brand Awareness,Display,Google Display Network,Why Choose Us,116195,623,467.22,440,8,620.18
2024-02-18,Brand Awareness,Display,The Trade Desk,Hero Brand,81906,434,319.14,429,4,284.24
2024-02-18,Brand Awareness,Display,The Trade Desk,Our Story,76440,404,317.2,427,5,367.33
2024-02-18,Branding,Display,The Trade Desk,Why Choose Us,75033,386,300.57006145255195,310,5,380.58
02.18.2024,Brand Awareness,Email,mailchimp,Hero Brand,10441,2581,15.37,889,84,8014.02
2024-02-18,BrandAwareness,Email Marketing,MailChimp,Our Story,11039,2275,15.96,849,68,5724.16
2024-02-18,Brand Awareness,Email,Mailchimp,Why Choose Us,12313,2677,18.93000582100287,949,95,8484.7
2024-02-18,Brand Awareness,Email,Klaviyo,Hero Brand,10476,2462,15.95,898,82,7247.28
2024-02-18,Brand Awareness,Email,Klaviyo,Our Story,9705,1746,15.25,988,80,7679.93
2024-02-18,Brand Awareness,eMail,Klaviyo,Why Choose Us,9301,2176,14.57,788,117,11289.56
2024-02-18,Brand Awareness,Video,YT,Hero Brand,95623,640,1734.65,29554,8,723.25
02.18.2024,Brand Awareness,Video,YOUTUBE,Our Story,676,102519,1795.52,31226,7,755.05
2024-02-18,Brand Awareness,Video,YouTube,Why Choose Us,92679,723,1603.93,28478,11,1166.220005348381
2024-02-18,Brand Awareness,video,Connected TV,Hero Brand,436,53420,990.6,13491,6,522.26
2024-02-18,Brand Awareness,Video,Connected TV,Our Story,46181,342,820.67,13524,4,459.07
2024-02-18,Branding,Video,Connected TV,Why Choose Us,48048,391,901.93,13170,6,535.82
2024-02-19,Brand Awareness,Paid Search,Google,Hero Brand,40099,1543,880.64,462,110,14367.1
2024-02-19,Brand Awareness,Paid Search,Google,Our Story,41359,1693,892.55,587,110,14273.03
02/19/2024,BrandAwareness,Paid Search,Google,Why Choose Us,42785,1638,912.9,583,72,9350.62
2024-02-19,Brand Awareness,Paid Search,Bing,Hero Brand,11023,449,239.35002511976955,153,35,4690.64
2024-02-19,Brand Awareness,PaidSearch,Bing,Our Story,11521,518,242.68,105,35,4050.59
2024-02-19,Brand Awareness,Paid Search,Bing,Why Choose Us,12561,612,274.19,119,26,3203.58
2024-02-19,Brand Awareness,Paid Social,Facebook,Hero Brand,56609,945,542.68,1710,29,2729.79
2024-02-19,Brand Awareness,Paid Social,FACEBOOK,Our Story,797,48069,495.48,1864,15,1272.11
2024-02-19,brand_awareness,Paid Social,Facebook,Why Choose Us,56687,1053,582.31,2121,27,1891.89
2024-02-19,Brand Awareness,Paid Social,Instagram,Hero Brand,37703,742,374.39,1467,16,1170.63
2024-02-19,Brand Awareness,Paid Social,Insta,Our Story,35676,657,361.1100037348098,1124,18.0,1602.16
2024-02-19,Brand Awareness,Paid Social,Instagram,Why Choose Us,35622,650,358.29,1367,18,1306.99
2024-02-19,Brand Awareness,Paid Social,TIKTOK,Hero Brand,20515,393,208.04,889,7,493.1800001010337
2024-02-19,brand_awareness,paid_social,TikTok,Our Story,383,21854,215.55,973,10,917.61
2024-02-19,brand_awareness,paid_social,TIKTOK,Why Choose Us,18042,335,173.68,837,6,548.26
2024-02-19,Brand Awareness,Display,Google Display Network,Hero Brand,147534,700,610.7500008700877,786,8,633.2
2024-02-19,Brand Awareness,Display,google_display_network,Our Story,529,128313,537.77,658,4,326.33
02.19.2024,Brand Awareness,DISPLAY,Google Display Network,Why Choose Us,723,151973,585.96,597,8,547.5900075172066
2024-02-19,Brand Awareness,Display,The Trade Desk,Hero Brand,81247,473,323.71,397,6,454.16
2024-02-19,Brand Awareness,Banner,The Trade Desk,Our Story,359,77647,313.76,443,3,227.21
2024-02-19,Brand Awareness,Display,the_trade_desk,Why Choose Us,91869,467,359.4,484,5,407.52
2024-02-19,Brand Awareness,eMail,Mailchimp,Hero Brand,19186,3560,27.75,1921,134,13202.2
2024-02-19,Brand Awareness,Email,mail chimp,Our Story,19250,4495,29.98,1904,162,16631.67
2024-02-19,BrandAwareness,Email,MailChimp,Why Choose Us,18394,3350,28.48,1392,123,11758.78
2024-02-19,Brand Awareness,Email,Klaviyo,Hero Brand,17226,3381,26.56006181494773,1148,171,14650.64
2024-02-19,Brand Awareness,Email,klaviyo,Our Story,17262,3451,26.75,1564,103.0,10583.080063902205
2024-02-19,brand awareness,Email,Klayvio,Why Choose Us,2888,14273,22.32,1403,114,12423.54
2024-02-19,Brand Awareness,Video,YT,Hero Brand,105027,752,1821.67,31436,11,1013.49
2024-02-19,Brand Awareness,Video,YT,Our Story,97483,796,1724.5300699946586,27606,14,1215.97
2024-02-19,Brand Awareness,Video,youtube,Why Choose Us,95599,770,1797.41,28239,9,970.01
2024-02-19,Brand Awareness,Video,Connected TV,Hero Brand,60085,435,1042.19,14706,6,691.68
2024-02-19,Brand Awareness,online video,connected_tv,Our Story,62924,556,1118.26,15896,6,584.72
2024-02-19,Brand Awareness,Video,ConnectedTV,Why Choose Us,57966,496,1090.21,11761,8,932.21
2024-02-20,brand awareness,Paid Search,Google,Hero Brand,41133,2126,939.8500068343801,397,156,16122.69
2024-02-20,Brand Awareness,Paid Search,Google,Our Story,37050,1447,846.08,498,75,9691.48
2024-02-20,brand awareness,Paid Search,Google,Why Choose Us,42898,1655,950.32,437,73,7505.07
02/20/2024,Brand Awareness,Paid Search,Bing,Hero Brand,476,11112,232.6,163,25,3127.59
2024-02-20,Brand Awareness,Paid Search,Bing Ads,Our Story,12625,494,277.87,173,31,3468.4
2024-02-20,Brand Awareness,Paid Search,Microsoft Ads,Why Choose Us,10740,549,227.79006804002185,133,33,4002.76
2024-02-20,Branding,paid_social,Meta,Hero Brand,52464,1068,520.03,1626,23,2144.32
2024-02-20,brand_awareness,paid social,FACEBOOK,Our Story,54851,956,561.27,2563,29,2388.47
2024-02-20,Brand Awareness,Paid Social,Facebook,Why Choose Us,840,47121,485.57,2068,16,1470.11
2024-02-20,Brand Awareness,Paid Social,INSTAGRAM,Hero Brand,568,37364,364.59,1097,13,1085.66
2024-02-20,brand_awareness,Paid Social,Instagram,Our Story,36390,589,352.37,1360,13,1216.57
2024-02-20,Brand Awareness,Paid Social,Instagram,Why Choose Us,37861,737,376.26,1455,23,1740.0
2024-02-20,Brand Awareness,Paid Social,TT,Hero Brand,22228,349,222.95,804,7,581.86
2024-02-20,Brand Awareness,paid social,Tik Tok,Our Story,18150,318,175.94,706,10,942.13
2024-02-20,Brand Awareness,Paid Social,TikTok,Why Choose Us,22324,464,223.32000630669052,868,15,1162.81
2024-02-20,Brand Awareness,Display,Google Display Network,Hero Brand,129910,748,535.11,691,10,699.67
2024-02-20,Brand Awareness,display,Google Display Network,Our Story,126910,531,499.21,617,6,403.06
2024-02-20,Brand Awareness,Display,Google Display Network,Why Choose Us,123982,588,501.87,574,6,418.66
02.20.2024,Brand Awareness,Display,The Trade Desk,Hero Brand,79175,350,326.98,414,4,273.6
2024-02-20,Brand Awareness,display ads,TradeDesk,Our Story,389,90618,362.23,498,5,377.94
2024-02-20,Brand Awareness,DISPLAY,the_trade_desk,Why Choose Us,87233,497,334.97,345,4,312.1
2024-02-20,Brand Awareness,Email Marketing,Mailchimp,Hero Brand,21590,3872,33.96000166092184,1344,145,13063.64
2024-02-20,Brand Awareness,E-Mail,Mailchimp,Our Story,21594,4831,30.950000515533954,1950,162,13330.21
2024-02-20,Brand Awareness,Email,Mailchimp,Why Choose Us,20539,4112,29.99,1951,217,22073.37003309931
2024-02-20,Brand Awareness,Email,Klaviyo,Hero Brand,2667,14374,20.48,932,87,8195.99
2024-02-20,Brand Awareness,Email,Klaviyo,Our Story,15258,3543,23.04,1483,109,9390.11
2024-02-20,Brand Awareness,Email,Klaviyo,Why Choose Us,3657,15656,24.47,1013,117,10270.31
2024-02-20,Brand Awareness,Video,YouTube,Hero Brand,111846,792,2089.43,35174,13,1400.15
2024-02-20,Brand Awareness,Video,YouTube,Our Story,839,100120,1823.360003882503,19556,11,1275.44
2024-02-20,Brand Awareness,Video,YouTube,Why Choose Us,106053,929,1947.93,31702,14,1449.74
2024-02-20,brand awareness,Video,Connected TV,Hero Brand,63126,542,1146.48,15019,6,562.54
20-02-2024,Branding,Video,ConnectedTV,Our Story,60657,409,1038.3,14637,8,845.88
2024-02-20,Brand Awareness,Video,Connected TV,Why Choose Us,559,63662,1090.02,17776,9,781.13
2024-02-21,Brand Awareness,Paid Search,GOOGLE,Hero Brand,38679,2059,883.13,447,128.0,16004.48
2024-02-21,Brand Awareness,Paid Search,Google,Our Story,1654,42650,942.31,544,127.0,17033.44
2024-02-21,Branding,paid_search,Google,Why Choose Us,44867,1942,998.46,643,153.0,17291.26
2024-02-21,Brand Awareness,Paid Search,Bing,Hero Brand,502,12028,261.28,149,24,2714.2
2024-02-21,brand awareness,Paid Search,Bing,Our Story,10155,393,233.77,126,25,3077.55
2024-02-21,BrandAwareness,Paid Search,Bing,Why Choose Us,11044,494,253.03,154,22,2632.4
2024-02-21,Brand Awareness,Paid Social,FACEBOOK,Hero Brand,54343,970,518.65,2266,21,1711.1400005118223
2024-02-21,Brand Awareness,Paid Social,Facebook,Our Story,934,48763,498.1900002129392,2275,26,2176.9500087797137
2024-02-21,Brand Awareness,Paid Social,Facebook,Why Choose Us,49035,908,513.06,1746,19,1325.6
2024-02-21,Brand Awareness,Paid Social,Instagram,Hero Brand,609,35431,366.64,1115,14,1050.87
2024-02-21,Brand Awareness,Paid Social,INSTAGRAM,Our Story,36642,737,350.77,1192,17,1291.58
2024-02-21,brand_awareness,Paid Social,INSTAGRAM,Why Choose Us,38909,620,373.75,1506,13,925.66
2024-02-21,Brand Awareness,Paid Social,Tik Tok,Hero Brand,18908,395,192.91000084781194,592,12,927.24
2024-02-21,Brand Awareness,Paid Social,TikTok,Our Story,22192,337,227.18,645,6,550.31
2024-02-21,Brand Awareness,Paid Social,TT,Why Choose Us,20061,384,197.72000088723257,573,11,913.1
2024-02-21,Brand Awareness,Display,google_display_network,Hero Brand,153052,768,596.47,631,11,694.2
2024-02-21,Brand Awareness,Display,Google Display,Our Story,135644,609,522.8300038530434,823,6,455.11
2024-02-21,Brand Awareness,Display,GDN,Why Choose Us,154528,890,615.43,870,13.0,951.86
2024-02-21,BrandAwareness,Display,Trade Desk,Hero Brand,95209,467,394.44,561,4.0,296.07
2024-02-21,Brand Awareness,Display,the_trade_desk,Our Story,87254,424,337.41,337,6,398.34
02.21.2024,brand awareness,Display,the_trade_desk,Why Choose Us,88840,505,365.93,529,4,276.77
2024-02-21,Brand Awareness,eMail,Mailchimp,Hero Brand,19653,3499,29.37,1582,105,10369.81
2024-02-21,Brand Awareness,eMail,MAILCHIMP,Our Story,17214,3543,24.76,1301,118,12054.22
2024-02-21,Brand Awareness,Email,Mailchimp,Why Choose Us,19794,3679,29.49,1994,117,12226.91
2024-02-21,brand awareness,Email,klaviyo,Hero Brand,16866,3122,24.93,1666,153,14786.06
2024-02-21,Brand Awareness,Email,Klaviyo,Our Story,17574,3986,26.85,1488,160,16617.07000057077
2024-02-21,Brand Awareness,eMail,Klaviyo,Why Choose Us,16012,3013,23.71,1345,94,9263.7
2024-02-21,Brand Awareness,video,YouTube,Hero Brand,101659,886,1864.68,25539,15,1343.74
2024-02-21,Brand Awareness,Video,YT,Our Story,107868,721,1854.32,34278,10,939.32
2024-02-21,Brand Awareness,vid,YouTube,Why Choose Us,107331,953,1952.03,23482,15,1472.83
2024-02-21,Brand Awareness,Video Ads,Connected TV,Hero Brand,63400,508,1150.54,19394,9,856.34
2024-02-21,Brand Awareness,Video,Connected TV,Our Story,63659,474,1094.69,12953,7,642.91
2024-02-21,Brand Awareness,Video,Connected TV,Why Choose Us,60806,427,1045.69,15902,7,721.85
